Geom;INTERSECTION;URL
"{""coordinates"": [-123.139843254787, 49.2269658269465], ""type"": ""Point""}";GRANVILLE ST AND W 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#130790
"{""coordinates"": [-123.140217480936, 49.2173719123612], ""type"": ""Point""}";GRANVILLE ST AND W 59TH AV;https://app.vancouver.ca/vanmapmtc_net/#130813
"{""coordinates"": [-123.13799377058, 49.2693459275641], ""type"": ""Point""}";ANDERSON ST AND LAMEY'S MILL ROAD;https://app.vancouver.ca/vanmapmtc_net/#132639
"{""coordinates"": [-123.111893817155, 49.2853148912162], ""type"": ""Point""}";SEYMOUR ST AND W CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#134589
"{""coordinates"": [-123.136096876184, 49.2635595479188], ""type"": ""Point""}";HEMLOCK ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#134650
"{""coordinates"": [-123.136201212729, 49.2607329526508], ""type"": ""Point""}";HEMLOCK ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#134670
"{""coordinates"": [-123.13630523657, 49.2579524298889], ""type"": ""Point""}";HEMLOCK ST AND W 15TH AV;https://app.vancouver.ca/vanmapmtc_net/#134690
"{""coordinates"": [-123.112885317065, 49.283388994053], ""type"": ""Point""}";RICHARDS ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#138592
"{""coordinates"": [-123.134383146296, 49.2085329196993], ""type"": ""Point""}";HUDSON ST AND W 70TH AV;https://app.vancouver.ca/vanmapmtc_net/#144830
"{""coordinates"": [-123.134599238986, 49.2085361884688], ""type"": ""Point""}";HUDSON ST AND W 70TH AV;https://app.vancouver.ca/vanmapmtc_net/#144830
"{""coordinates"": [-123.134795219299, 49.2030595264063], ""type"": ""Point""}";HUDSON ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#144840
"{""coordinates"": [-123.110933053311, 49.2834093160189], ""type"": ""Point""}";HOMER ST AND W HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#148590
"{""coordinates"": [-123.118487605913, 49.278412207984], ""type"": ""Point""}";HOMER ST AND SMITHE ST;https://app.vancouver.ca/vanmapmtc_net/#148604
"{""coordinates"": [-123.120080177795, 49.2773582254588], ""type"": ""Point""}";HOMER ST AND NELSON ST;https://app.vancouver.ca/vanmapmtc_net/#148606
"{""coordinates"": [-123.121672414514, 49.2763069569957], ""type"": ""Point""}";HOMER ST AND HELMCKEN ST;https://app.vancouver.ca/vanmapmtc_net/#148608
"{""coordinates"": [-123.124860437078, 49.2741962701235], ""type"": ""Point""}";HOMER ST AND DRAKE ST;https://app.vancouver.ca/vanmapmtc_net/#148614
"{""coordinates"": [-123.126493835695, 49.2659946350704], ""type"": ""Point""}";OAK ST AND W 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#150640
"{""coordinates"": [-123.127336769503, 49.2544318006209], ""type"": ""Point""}";OAK ST AND DOUGLAS CRESCENT;https://app.vancouver.ca/vanmapmtc_net/#150694
"{""coordinates"": [-123.127786186783, 49.2423781129381], ""type"": ""Point""}";OAK ST AND W 32ND AV;https://app.vancouver.ca/vanmapmtc_net/#150725
"{""coordinates"": [-123.128074250468, 49.2339516500522], ""type"": ""Point""}";OAK ST AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#150750
"{""coordinates"": [-123.128590605796, 49.2192040297827], ""type"": ""Point""}";OAK ST AND W 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#150810
"{""coordinates"": [-123.123692531944, 49.2734397338042], ""type"": ""Point""}";PACIFIC BOULEVARD AND DRAKE ST;https://app.vancouver.ca/vanmapmtc_net/#153614
"{""coordinates"": [-123.112507515065, 49.2810978519512], ""type"": ""Point""}";HAMILTON ST AND DUNSMUIR ST;https://app.vancouver.ca/vanmapmtc_net/#156595
"{""coordinates"": [-123.115921881611, 49.2788394606142], ""type"": ""Point""}";HAMILTON ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#156602
"{""coordinates"": [-123.109183004686, 49.2833682557111], ""type"": ""Point""}";CAMBIE ST AND W CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#157589
"{""coordinates"": [-123.109546341935, 49.2825114085454], ""type"": ""Point""}";CAMBIE ST AND W HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#157590
"{""coordinates"": [-123.109971586985, 49.2815099306036], ""type"": ""Point""}";CAMBIE ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#157592
"{""coordinates"": [-123.114954833057, 49.2782090496452], ""type"": ""Point""}";CAMBIE ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#157602
"{""coordinates"": [-123.116545251439, 49.2771559615139], ""type"": ""Point""}";CAMBIE ST AND SMITHE ST;https://app.vancouver.ca/vanmapmtc_net/#157604
"{""coordinates"": [-123.118130804519, 49.2761045751117], ""type"": ""Point""}";CAMBIE ST AND NELSON ST;https://app.vancouver.ca/vanmapmtc_net/#157606
"{""coordinates"": [-123.119279551269, 49.2745179205505], ""type"": ""Point""}";CAMBIE ST AND PACIFIC BOULEVARD;https://app.vancouver.ca/vanmapmtc_net/#157616
"{""coordinates"": [-123.121822588559, 49.2633302488798], ""type"": ""Point""}";WILLOW ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#159650
"{""coordinates"": [-123.108455189135, 49.2812384331205], ""type"": ""Point""}";BEATTY ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#160592
"{""coordinates"": [-123.113982012262, 49.2775807664718], ""type"": ""Point""}";BEATTY ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#160602
"{""coordinates"": [-123.115576458846, 49.2765265698969], ""type"": ""Point""}";BEATTY ST AND SMITHE ST;https://app.vancouver.ca/vanmapmtc_net/#160604
"{""coordinates"": [-123.154489030063, 49.2271500939085], ""type"": ""Point""}";EAST BOULEVARD AND W 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#160790
"{""coordinates"": [-123.119976023784, 49.2604725092515], ""type"": ""Point""}";HEATHER ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#163670
"{""coordinates"": [-123.115001457509, 49.274123729196], ""type"": ""Point""}";PACIFIC BOULEVARD AND NELSON ST;https://app.vancouver.ca/vanmapmtc_net/#165606
"{""coordinates"": [-123.11760650286, 49.2604347701762], ""type"": ""Point""}";ASH ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#165670
"{""coordinates"": [-123.114761374344, 49.2648574722525], ""type"": ""Point""}";CAMBIE ST AND W 7TH AV;https://app.vancouver.ca/vanmapmtc_net/#170646
"{""coordinates"": [-123.114800533411, 49.2639538691488], ""type"": ""Point""}";CAMBIE ST AND W 8TH AV;https://app.vancouver.ca/vanmapmtc_net/#170648
"{""coordinates"": [-123.114883421656, 49.2632184540345], ""type"": ""Point""}";CAMBIE ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#170650
"{""coordinates"": [-123.115560674219, 49.2451889969987], ""type"": ""Point""}";CAMBIE ST AND W 29TH AV;https://app.vancouver.ca/vanmapmtc_net/#170718
"{""coordinates"": [-123.114728599885, 49.2110547502908], ""type"": ""Point""}";YUKON ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#171830
"{""coordinates"": [-123.106787990707, 49.282930185315], ""type"": ""Point""}";ABBOTT ST AND W CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#172589
"{""coordinates"": [-123.107572708892, 49.2810781916617], ""type"": ""Point""}";ABBOTT ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#172592
"{""coordinates"": [-123.10767644433, 49.2771199127406], ""type"": ""Point""}";ABBOTT ST AND PACIFIC BOULEVARD;https://app.vancouver.ca/vanmapmtc_net/#172598
"{""coordinates"": [-123.111510554895, 49.2682674312764], ""type"": ""Point""}";CROWE ST AND W 2ND AV;https://app.vancouver.ca/vanmapmtc_net/#172640
"{""coordinates"": [-123.104271022601, 49.2832770958102], ""type"": ""Point""}";CARRALL ST AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#178580
"{""coordinates"": [-123.104345439955, 49.2814731370873], ""type"": ""Point""}";CARRALL ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#178590
"{""coordinates"": [-123.10438648859, 49.2804992959725], ""type"": ""Point""}";CARRALL ST AND E PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#178592
"{""coordinates"": [-123.110255298579, 49.2068847374579], ""type"": ""Point""}";MANITOBA ST AND W KENT AV NORTH;https://app.vancouver.ca/vanmapmtc_net/#181837
"{""coordinates"": [-123.106611522589, 49.2683237159703], ""type"": ""Point""}";MANITOBA ST AND W 3RD AV;https://app.vancouver.ca/vanmapmtc_net/#182641
"{""coordinates"": [-123.105352721236, 49.2405747779955], ""type"": ""Point""}";ONTARIO ST AND E 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#184730
"{""coordinates"": [-123.105958619502, 49.2257502182967], ""type"": ""Point""}";ONTARIO ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#184790
"{""coordinates"": [-123.106550648229, 49.2123159093601], ""type"": ""Point""}";ONTARIO ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#184830
"{""coordinates"": [-123.102175307466, 49.2832385081316], ""type"": ""Point""}";COLUMBIA ST AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#186580
"{""coordinates"": [-123.102124929359, 49.2777146286342], ""type"": ""Point""}";QUEBEC ST AND UNION ST;https://app.vancouver.ca/vanmapmtc_net/#186598
"{""coordinates"": [-123.101921383082, 49.2749545207129], ""type"": ""Point""}";QUEBEC ST AND NATIONAL AV;https://app.vancouver.ca/vanmapmtc_net/#186608
"{""coordinates"": [-123.102816331643, 49.2664465585129], ""type"": ""Point""}";QUEBEC ST AND E 5TH AV;https://app.vancouver.ca/vanmapmtc_net/#186644
"{""coordinates"": [-123.099567130853, 49.2831894514361], ""type"": ""Point""}";MAIN ST AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#190580
"{""coordinates"": [-123.099689117535, 49.2803855182387], ""type"": ""Point""}";MAIN ST AND E PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#190592
"{""coordinates"": [-123.099812423274, 49.2776708765756], ""type"": ""Point""}";MAIN ST AND UNION ST;https://app.vancouver.ca/vanmapmtc_net/#190598
"{""coordinates"": [-123.096831254733, 49.2767120738632], ""type"": ""Point""}";GORE AV AND PRIOR ST;https://app.vancouver.ca/vanmapmtc_net/#190600
"{""coordinates"": [-123.099847452703, 49.2767663921058], ""type"": ""Point""}";MAIN ST AND GEORGIA VIADUCT;https://app.vancouver.ca/vanmapmtc_net/#190601
"{""coordinates"": [-123.100028035364, 49.2727762969897], ""type"": ""Point""}";MAIN ST AND TERMINAL AV;https://app.vancouver.ca/vanmapmtc_net/#190630
"{""coordinates"": [-123.100888231447, 49.2646021575408], ""type"": ""Point""}";MAIN ST AND E 7TH AV;https://app.vancouver.ca/vanmapmtc_net/#190646
"{""coordinates"": [-123.056601076643, 49.2621493236791], ""type"": ""Point""}";NANAIMO ST AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#270650
"{""coordinates"": [-123.056608066337, 49.2584687591806], ""type"": ""Point""}";NANAIMO ST AND GRANDVIEW HWY NORTH;https://app.vancouver.ca/vanmapmtc_net/#270668
"{""coordinates"": [-123.056634198346, 49.2506345575652], ""type"": ""Point""}";NANAIMO ST AND E 22ND AV;https://app.vancouver.ca/vanmapmtc_net/#270700
"{""coordinates"": [-123.058719850332, 49.2397780997192], ""type"": ""Point""}";NANAIMO ST AND E 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#270730
"{""coordinates"": [-123.054750482495, 49.2248165231775], ""type"": ""Point""}";ELLIOTT ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#270790
"{""coordinates"": [-123.055444187158, 49.2388946445126], ""type"": ""Point""}";CLARENDON ST AND E 34TH AV;https://app.vancouver.ca/vanmapmtc_net/#273733
"{""coordinates"": [-123.051955770268, 49.2811414270776], ""type"": ""Point""}";PENTICTON ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#274590
"{""coordinates"": [-123.054386429678, 49.2397526791681], ""type"": ""Point""}";SLOCAN ST AND E 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#275730
"{""coordinates"": [-123.054083031598, 49.2400341262837], ""type"": ""Point""}";SLOCAN ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#275770
"{""coordinates"": [-123.044072385473, 49.2847770832227], ""type"": ""Point""}";RENFREW ST AND DUNDAS ST;https://app.vancouver.ca/vanmapmtc_net/#280580
"{""coordinates"": [-123.044083799192, 49.2774543076315], ""type"": ""Point""}";RENFREW ST AND ADANAC ST;https://app.vancouver.ca/vanmapmtc_net/#280598
"{""coordinates"": [-123.044215535953, 49.2694901082825], ""type"": ""Point""}";RENFREW ST AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#280630
"{""coordinates"": [-123.044282313208, 49.2592048630897], ""type"": ""Point""}";RENFREW ST AND HEBB AV;https://app.vancouver.ca/vanmapmtc_net/#280668
"{""coordinates"": [-123.044332926774, 49.2543918769291], ""type"": ""Point""}";RENFREW ST AND E 17TH AV;https://app.vancouver.ca/vanmapmtc_net/#280691
"{""coordinates"": [-123.044332101059, 49.2544365382839], ""type"": ""Point""}";RENFREW ST AND E 17TH AV;https://app.vancouver.ca/vanmapmtc_net/#280691
"{""coordinates"": [-123.044197202172, 49.2506240540315], ""type"": ""Point""}";BOYD DIVERSION AND E 22ND AV;https://app.vancouver.ca/vanmapmtc_net/#280700
"{""coordinates"": [-123.04884462595, 49.2376025874671], ""type"": ""Point""}";EARLES ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#280770
"{""coordinates"": [-123.04877457652, 49.2327860294055], ""type"": ""Point""}";EARLES ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#281750
"{""coordinates"": [-123.04884462595, 49.2376025874671], ""type"": ""Point""}";EARLES ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#281770
"{""coordinates"": [-123.045686451957, 49.2247362035302], ""type"": ""Point""}";KILLARNEY ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#284790
"{""coordinates"": [-123.030948664597, 49.2811254418331], ""type"": ""Point""}";CASSIAR ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#300590
"{""coordinates"": [-123.033771994207, 49.2581502388647], ""type"": ""Point""}";RUPERT ST AND GRANDVIEW HIGHWAY;https://app.vancouver.ca/vanmapmtc_net/#300670
"{""coordinates"": [-123.043092267524, 49.2329673435634], ""type"": ""Point""}";RUPERT ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#300750
"{""coordinates"": [-123.043121342832, 49.2292944262341], ""type"": ""Point""}";RUPERT ST AND E 45TH AV;https://app.vancouver.ca/vanmapmtc_net/#300758
"{""coordinates"": [-123.042316007773, 49.2359429120713], ""type"": ""Point""}";RUPERT ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#300770
"{""coordinates"": [-123.041290659406, 49.2201802158219], ""type"": ""Point""}";KERR ST AND E 54TH AV;https://app.vancouver.ca/vanmapmtc_net/#300810
"{""coordinates"": [-123.03031496339, 49.2581386036666], ""type"": ""Point""}";NATAL ST AND GRANDVIEW HIGHWAY;https://app.vancouver.ca/vanmapmtc_net/#303670
"{""coordinates"": [-123.025848210482, 49.244516131493], ""type"": ""Point""}";JOYCE ST AND E 29TH AV;https://app.vancouver.ca/vanmapmtc_net/#306710
"{""coordinates"": [-123.031849547326, 49.2382563910572], ""type"": ""Point""}";JOYCE ST AND VANNESS AV;https://app.vancouver.ca/vanmapmtc_net/#306718
"{""coordinates"": [-123.031282306602, 49.2320426257134], ""type"": ""Point""}";TYNE ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#312770
"{""coordinates"": [-123.03236651056, 49.2200996831653], ""type"": ""Point""}";CHAMPLAIN CRESCENT AND E 54TH AV;https://app.vancouver.ca/vanmapmtc_net/#312810
"{""coordinates"": [-123.02372983225, 49.2506325217948], ""type"": ""Point""}";BOUNDARY ROAD AND E 22ND AV;https://app.vancouver.ca/vanmapmtc_net/#320700
"{""coordinates"": [-123.023642267918, 49.2349143055176], ""type"": ""Point""}";BOUNDARY ROAD AND VANNESS AV;https://app.vancouver.ca/vanmapmtc_net/#320718
"{""coordinates"": [-123.023584716926, 49.229228438622], ""type"": ""Point""}";BOUNDARY ROAD AND E 45TH AV;https://app.vancouver.ca/vanmapmtc_net/#320758
"{""coordinates"": [-123.114449278699, 49.28235470425], ""type"": ""Point""}";DUNSMUIR ST AND RICHARDS ST;https://app.vancouver.ca/vanmapmtc_net/#595138
"{""coordinates"": [-123.125916241752, 49.2867085005403], ""type"": ""Point""}";ALBERNI ST AND BUTE ST;https://app.vancouver.ca/vanmapmtc_net/#601118
"{""coordinates"": [-123.131815475255, 49.2570874467185], ""type"": ""Point""}";WOLFE AV AND W 16TH AV;https://app.vancouver.ca/vanmapmtc_net/#694146
"{""coordinates"": [-123.072209829998, 49.2484367149269], ""type"": ""Point""}";KINGSWAY AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#770236
"{""coordinates"": [-123.100959552457, 49.2629134523986], ""type"": ""Point""}";MAIN ST AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#190650
"{""coordinates"": [-123.101074969417, 49.260201056926], ""type"": ""Point""}";MAIN ST AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#190670
"{""coordinates"": [-123.101037187037, 49.2487782892074], ""type"": ""Point""}";MAIN ST AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#190710
"{""coordinates"": [-123.101631912035, 49.2372443437895], ""type"": ""Point""}";MAIN ST AND E 37TH AV;https://app.vancouver.ca/vanmapmtc_net/#190739
"{""coordinates"": [-123.101894777945, 49.218457765887], ""type"": ""Point""}";MAIN ST AND E 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#190810
"{""coordinates"": [-123.097473671407, 49.2812946937316], ""type"": ""Point""}";GORE AV AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#192590
"{""coordinates"": [-123.09721105625, 49.2794350069795], ""type"": ""Point""}";GORE AV AND KEEFER ST;https://app.vancouver.ca/vanmapmtc_net/#192594
"{""coordinates"": [-123.096957757964, 49.2776184185664], ""type"": ""Point""}";GORE AV AND UNION ST;https://app.vancouver.ca/vanmapmtc_net/#192598
"{""coordinates"": [-123.098663348271, 49.2502381190433], ""type"": ""Point""}";SOPHIA ST AND E 23RD AV;https://app.vancouver.ca/vanmapmtc_net/#194706
"{""coordinates"": [-123.096558461299, 49.2598509724826], ""type"": ""Point""}";KINGSWAY AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#196670
"{""coordinates"": [-123.089490081969, 49.2820979058635], ""type"": ""Point""}";HEATLEY AV AND E CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#205589
"{""coordinates"": [-123.089731094977, 49.2765787071184], ""type"": ""Point""}";HEATLEY AV AND PRIOR ST;https://app.vancouver.ca/vanmapmtc_net/#205600
"{""coordinates"": [-123.090157116426, 49.248642648432], ""type"": ""Point""}";FRASER ST AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#210710
"{""coordinates"": [-123.089854052781, 49.2567175686813], ""type"": ""Point""}";FRASER ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#210770
"{""coordinates"": [-123.091001801248, 49.2165243328723], ""type"": ""Point""}";FRASER ST AND E 59TH AV;https://app.vancouver.ca/vanmapmtc_net/#210813
"{""coordinates"": [-123.086662669348, 49.2662191951908], ""type"": ""Point""}";FOLEY ST AND GREAT NORTHERN WAY;https://app.vancouver.ca/vanmapmtc_net/#213640
"{""coordinates"": [-123.081367170259, 49.2624120701809], ""type"": ""Point""}";GLEN DRIVE AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#222650
"{""coordinates"": [-123.077995943043, 49.2511781474443], ""type"": ""Point""}";CLARK DRIVE AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#228770
"{""coordinates"": [-123.077445264925, 49.265185080778], ""type"": ""Point""}";CLARK DRIVE AND E 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#230640
"{""coordinates"": [-123.077464428569, 49.2642353897898], ""type"": ""Point""}";CLARK DRIVE AND E 7TH AV;https://app.vancouver.ca/vanmapmtc_net/#230646
"{""coordinates"": [-123.077500634657, 49.2623811955454], ""type"": ""Point""}";CLARK DRIVE AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#230650
"{""coordinates"": [-123.077555176815, 49.2596221514914], ""type"": ""Point""}";CLARK DRIVE AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#230670
"{""coordinates"": [-123.075867947808, 49.256603593034], ""type"": ""Point""}";KNIGHT ST AND E 15TH AV;https://app.vancouver.ca/vanmapmtc_net/#230687
"{""coordinates"": [-123.07615220956, 49.2484807866779], ""type"": ""Point""}";KNIGHT ST AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#230710
"{""coordinates"": [-123.077030994408, 49.2327145741551], ""type"": ""Point""}";KNIGHT ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#230750
"{""coordinates"": [-123.076098677641, 49.2501131408778], ""type"": ""Point""}";KNIGHT ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#230770
"{""coordinates"": [-123.077025231938, 49.2181272233405], ""type"": ""Point""}";KNIGHT ST AND E 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#230810
"{""coordinates"": [-123.074272021298, 49.2326840696662], ""type"": ""Point""}";DUMFRIES ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#233750
"{""coordinates"": [-123.072209829998, 49.2484367149269], ""type"": ""Point""}";KINGSWAY AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#236710
"{""coordinates"": [-123.071997827521, 49.2180973830187], ""type"": ""Point""}";ARGYLE ST AND E 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#237810
"{""coordinates"": [-123.072020468453, 49.2162872007871], ""type"": ""Point""}";ARGYLE ST AND E 59TH AV;https://app.vancouver.ca/vanmapmtc_net/#237814
"{""coordinates"": [-123.071301338005, 49.2110145197325], ""type"": ""Point""}";ARGYLE ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#237830
"{""coordinates"": [-123.070995738368, 49.2180917027062], ""type"": ""Point""}";ARGYLE DRIVE AND E 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#239810
"{""coordinates"": [-123.071301338005, 49.2110145197325], ""type"": ""Point""}";ARGYLE ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#241830
"{""coordinates"": [-123.072099508606, 49.2110314750099], ""type"": ""Point""}";ARGYLE ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#241830
"{""coordinates"": [-123.068729965669, 49.2326199053694], ""type"": ""Point""}";COMMERCIAL ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#243750
"{""coordinates"": [-123.07006468427, 49.2775675007046], ""type"": ""Point""}";COMMERCIAL DIV NORTH AND ADANAC ST;https://app.vancouver.ca/vanmapmtc_net/#250598
"{""coordinates"": [-123.069494063126, 49.2766487036703], ""type"": ""Point""}";COMMERCIAL DRIVE AND VENABLES ST;https://app.vancouver.ca/vanmapmtc_net/#250600
"{""coordinates"": [-123.069621664266, 49.2695996340758], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#250630
"{""coordinates"": [-123.069736090032, 49.2637179331288], ""type"": ""Point""}";COMMERCIAL DRIVE AND GRANDVIEW HWY NORTH;https://app.vancouver.ca/vanmapmtc_net/#250645
"{""coordinates"": [-123.069762688147, 49.2623194541699], ""type"": ""Point""}";COMMERCIAL DRIVE AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#250650
"{""coordinates"": [-123.069850876213, 49.25775013691], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 14TH AV;https://app.vancouver.ca/vanmapmtc_net/#250684
"{""coordinates"": [-123.069792186511, 49.2563584782704], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 15TH AV;https://app.vancouver.ca/vanmapmtc_net/#250685
"{""coordinates"": [-123.066126797537, 49.2528805114762], ""type"": ""Point""}";VICTORIA DRIVE AND VICTORIA DIVERSION;https://app.vancouver.ca/vanmapmtc_net/#250695
"{""coordinates"": [-123.065329981613, 49.2400288483197], ""type"": ""Point""}";VICTORIA DRIVE AND E 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#250730
"{""coordinates"": [-123.065619272638, 49.2294720563374], ""type"": ""Point""}";VICTORIA DRIVE AND E 45TH AV;https://app.vancouver.ca/vanmapmtc_net/#250758
"{""coordinates"": [-123.065736371616, 49.2251811214509], ""type"": ""Point""}";VICTORIA DRIVE AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#250790
"{""coordinates"": [-123.065870706521, 49.2203038152224], ""type"": ""Point""}";VICTORIA DRIVE AND E 54TH AV;https://app.vancouver.ca/vanmapmtc_net/#250810
"{""coordinates"": [-123.066153424179, 49.2072010837567], ""type"": ""Point""}";VICTORIA DRIVE AND E KENT AV SOUTH;https://app.vancouver.ca/vanmapmtc_net/#250839
"{""coordinates"": [-123.06557416356, 49.2811769049782], ""type"": ""Point""}";VICTORIA DRIVE AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#253590
"{""coordinates"": [-123.065618841004, 49.2766306450376], ""type"": ""Point""}";VICTORIA DRIVE AND VENABLES ST;https://app.vancouver.ca/vanmapmtc_net/#253600
"{""coordinates"": [-123.065894566672, 49.262290155576], ""type"": ""Point""}";VICTORIA DRIVE AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#253650
"{""coordinates"": [-123.065946999902, 49.2595301994783], ""type"": ""Point""}";VICTORIA DRIVE AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#253670
"{""coordinates"": [-123.056499562273, 49.288712054032], ""type"": ""Point""}";N NANAIMO ST AND MCGILL ST;https://app.vancouver.ca/vanmapmtc_net/#270570
"{""coordinates"": [-123.05655071446, 49.2811460997902], ""type"": ""Point""}";NANAIMO ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#270590
