AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
144;698;THE CRESCENT AND HUDSON ST;"{""coordinates"": [-123.13515095165177, 49.255027389445935], ""type"": ""Point""}";Shaughnessy;49.255027389445935, -123.13515095165177
135;703;BALFOUR AV AND CARTIER ST;"{""coordinates"": [-123.13672367549816, 49.252044459055895], ""type"": ""Point""}";Shaughnessy;49.252044459055895, -123.13672367549816
305;753;JOYCE ST AND E 43RD AV;"{""coordinates"": [-123.03743663541485, 49.231138754825416], ""type"": ""Point""}";Killarney;49.231138754825416, -123.03743663541485
042;670;COLLINGWOOD ST AND W 10TH AV;"{""coordinates"": [-123.18188190560224, 49.26341618735226], ""type"": ""Point""}";Kitsilano;49.26341618735226, -123.18188190560224
041;683;DUNBAR ST AND W 13TH AV;"{""coordinates"": [-123.18391543511451, 49.2607142065295], ""type"": ""Point""}";Kitsilano;49.2607142065295, -123.18391543511451
037;678;W 12TH AV AND HIGHBURY ST;"{""coordinates"": [-123.1878836361078, 49.26168115795849], ""type"": ""Point""}";West Point Grey;49.26168115795849, -123.1878836361078
042;678;COLLINGWOOD ST AND W 12TH AV;"{""coordinates"": [-123.18194881397396, 49.261588066007576], ""type"": ""Point""}";Kitsilano;49.261588066007576, -123.18194881397396
038;686;W 14TH AV AND ALMA ST;"{""coordinates"": [-123.18602047464572, 49.259842321453824], ""type"": ""Point""}";West Point Grey;49.259842321453824, -123.18602047464572
042;686;COLLINGWOOD ST AND W 14TH AV;"{""coordinates"": [-123.18201428116065, 49.25978043741455], ""type"": ""Point""}";Kitsilano;49.25978043741455, -123.18201428116065
300;758;RUPERT ST AND E 45TH AV;"{""coordinates"": [-123.04312133890473, 49.22929442728588], ""type"": ""Point""}";Killarney;49.22929442728588, -123.04312133890473
312;770;TYNE ST AND SCHOOL AV;"{""coordinates"": [-123.03222802683881, 49.230953421941074], ""type"": ""Point""}";Killarney;49.230953421941074, -123.03222802683881
300;817;ROSEMONT DRIVE AND WALKWAY;"{""coordinates"": [-123.03833288183598, 49.21551171207198], ""type"": ""Point""}";Killarney;49.21551171207198, -123.03833288183598
281;607;CHARLES ST AND KELOWNA ST;"{""coordinates"": [-123.04275459922724, 49.27326050788186], ""type"": ""Point""}";Hastings-Sunrise;49.27326050788186, -123.04275459922724
280;611;KITCHENER ST AND RENFREW ST;"{""coordinates"": [-123.04417053974406, 49.272286057090184], ""type"": ""Point""}";Hastings-Sunrise;49.272286057090184, -123.04417053974406
280;616;RENFREW ST AND GRAVELEY ST;"{""coordinates"": [-123.04419984704188, 49.27042270086022], ""type"": ""Point""}";Hastings-Sunrise;49.27042270086022, -123.04419984704188
280;633;RENFREW ST AND E 3RD AV;"{""coordinates"": [-123.04424617884933, 49.26758576932655], ""type"": ""Point""}";Hastings-Sunrise;49.26758576932655, -123.04424617884933
280;631;RENFREW ST AND E 2ND AV;"{""coordinates"": [-123.04423046078875, 49.268500901727485], ""type"": ""Point""}";Hastings-Sunrise;49.268500901727485, -123.04423046078875
;;SCHOU ST AND CANADA WAY;"{""coordinates"": [-123.02194419388411, 49.25471840502997], ""type"": ""Point""}";;49.25471840502997, -123.02194419388411
280;630;RENFREW ST AND E 1ST AV;"{""coordinates"": [-123.04421553690631, 49.26949010910707], ""type"": ""Point""}";Hastings-Sunrise;49.26949010910707, -123.04421553690631
230;633;CLARK DRIVE AND E 3RD AV;"{""coordinates"": [-123.0773915525051, 49.267852795645624], ""type"": ""Point""}";Strathcona;49.267852795645624, -123.0773915525051
230;631;E 2ND AV AND CLARK DRIVE;"{""coordinates"": [-123.07737270597428, 49.26875753624316], ""type"": ""Point""}";Strathcona;49.26875753624316, -123.07737270597428
087;705;W KING EDWARD AV AND YEW ST;"{""coordinates"": [-123.15575891102792, 49.251484122941754], ""type"": ""Point""}";Arbutus Ridge;49.251484122941754, -123.15575891102792
284;965;MCGILL ST AND N NOOTKA ST;"{""coordinates"": [-123.04150692083442, 49.28870850596477], ""type"": ""Point""}";Hastings-Sunrise;49.28870850596477, -123.04150692083442
232;630;E 1ST AV AND MCLEAN DRIVE;"{""coordinates"": [-123.0754253669796, 49.26964715343241], ""type"": ""Point""}";Grandview-Woodland;49.26964715343241, -123.0754253669796
314;630;E 1ST AV AND VALIANT ST;"{""coordinates"": [-123.02539926595875, 49.2694609210687], ""type"": ""Point""}";Hastings-Sunrise;49.2694609210687, -123.02539926595875
250;612;GRANT ST AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06959051142432, 49.27141198399691], ""type"": ""Point""}";Grandview-Woodland;49.27141198399691, -123.06959051142432
234;616;WOODLAND DRIVE AND GRAVELEY ST;"{""coordinates"": [-123.07347450791838, 49.27053698276131], ""type"": ""Point""}";Grandview-Woodland;49.27053698276131, -123.07347450791838
087;696;W 20TH AV AND YEW ST;"{""coordinates"": [-123.15564906886394, 49.254436063133724], ""type"": ""Point""}";Arbutus Ridge;49.254436063133724, -123.15564906886394
087;698;YEW ST AND W 21ST AV;"{""coordinates"": [-123.15568260238028, 49.253532447737726], ""type"": ""Point""}";Arbutus Ridge;49.253532447737726, -123.15568260238028
087;701;YEW ST AND W 22ND AV;"{""coordinates"": [-123.15571614726429, 49.2526284543748], ""type"": ""Point""}";Arbutus Ridge;49.2526284543748, -123.15571614726429
312;720;TYNE ST AND CROWLEY DRIVE;"{""coordinates"": [-123.0297469492657, 49.23624389765293], ""type"": ""Point""}";Renfrew-Collingwood;49.23624389765293, -123.0297469492657
084;698;W 21ST AV AND VINE ST;"{""coordinates"": [-123.15805253009016, 49.25357062597473], ""type"": ""Point""}";Arbutus Ridge;49.25357062597473, -123.15805253009016
308;691;MONS DRIVE AND WORTHINGTON DRIVE;"{""coordinates"": [-123.02928322404793, 49.2540337260937], ""type"": ""Point""}";Renfrew-Collingwood;49.2540337260937, -123.02928322404793
307;691;FALAISE AV AND WORTHINGTON DRIVE;"{""coordinates"": [-123.03050976426317, 49.254838912510635], ""type"": ""Point""}";Renfrew-Collingwood;49.254838912510635, -123.03050976426317
301;691;WORTHINGTON PLACE AND WORTHINGTON DRIVE;"{""coordinates"": [-123.032397333899, 49.25473119363082], ""type"": ""Point""}";Renfrew-Collingwood;49.25473119363082, -123.032397333899
141;758;W 45TH AV AND ATHLONE ST;"{""coordinates"": [-123.13653847199599, 49.230502853591965], ""type"": ""Point""}";Oakridge;49.230502853591965, -123.13653847199599
124;795;ADERA ST AND W 52ND AV;"{""coordinates"": [-123.14364993986642, 49.22412589680938], ""type"": ""Point""}";Kerrisdale;49.22412589680938, -123.14364993986642
135;769;CARTIER ST AND W 48TH AV;"{""coordinates"": [-123.137416071934, 49.22780437696001], ""type"": ""Point""}";Oakridge;49.22780437696001, -123.137416071934
135;765;W 47TH AV AND CARTIER ST;"{""coordinates"": [-123.13738496611342, 49.22871205396574], ""type"": ""Point""}";Oakridge;49.22871205396574, -123.13738496611342
308;695;MONS DRIVE AND NORMANDY DRIVE;"{""coordinates"": [-123.03019115154765, 49.253441606972586], ""type"": ""Point""}";Renfrew-Collingwood;49.253441606972586, -123.03019115154765
301;753;LANCASTER ST AND E 43RD AV;"{""coordinates"": [-123.04173018984359, 49.23110055600592], ""type"": ""Point""}";Killarney;49.23110055600592, -123.04173018984359
312;839;OOLICHAN WAY AND E KENT AV SOUTH;"{""coordinates"": [-123.03256653133876, 49.2052542037262], ""type"": ""Point""}";Killarney;49.2052542037262, -123.03256653133876
124;690;FIR ST AND W 16TH AV;"{""coordinates"": [-123.14126279861388, 49.25709278374027], ""type"": ""Point""}";Fairview;49.25709278374027, -123.14126279861388
124;688;W 15TH AV AND FIR ST;"{""coordinates"": [-123.14122821933003, 49.25803119807516], ""type"": ""Point""}";Fairview;49.25803119807516, -123.14122821933003
123;695;PINE CRESCENT AND MARPOLE AV;"{""coordinates"": [-123.14220216917421, 49.25571781856459], ""type"": ""Point""}";Shaughnessy;49.25571781856459, -123.14220216917421
122;695;PINE ST AND PINE CRESCENT;"{""coordinates"": [-123.14431433703754, 49.25550466645357], ""type"": ""Point""}";Shaughnessy;49.25550466645357, -123.14431433703754
139;639;LAMEY'S MILL ROAD AND ALDER BAY COURT;"{""coordinates"": [-123.13327989032497, 49.26697996217422], ""type"": ""Point""}";Fairview;49.26697996217422, -123.13327989032497
132;633;OLD BRIDGE ST AND CARTWRIGHT ST;"{""coordinates"": [-123.13513290522629, 49.27008154052634], ""type"": ""Point""}";Fairview;49.27008154052634, -123.13513290522629
132;633;ANDERSON ST AND RAILSPUR ALLEY;"{""coordinates"": [-123.13558863882973, 49.2710741392944], ""type"": ""Point""}";Fairview;49.2710741392944, -123.13558863882973
138;646;W 7TH AV AND BIRCH ST;"{""coordinates"": [-123.13366244277167, 49.26527009879969], ""type"": ""Point""}";Fairview;49.26527009879969, -123.13366244277167
138;643;W 6TH AV AND BIRCH ST;"{""coordinates"": [-123.13363174800716, 49.26610917995226], ""type"": ""Point""}";Fairview;49.26610917995226, -123.13363174800716
305;755;JOYCE ST AND E 44TH AV;"{""coordinates"": [-123.03743318249919, 49.2302409664777], ""type"": ""Point""}";Killarney;49.2302409664777, -123.03743318249919
301;758;E 45TH AV AND LANCASTER ST;"{""coordinates"": [-123.04174286580734, 49.22928857397224], ""type"": ""Point""}";Killarney;49.22928857397224, -123.04174286580734
304;758;MCKINNON ST AND E 45TH AV;"{""coordinates"": [-123.03880275528466, 49.229284381712475], ""type"": ""Point""}";Killarney;49.229284381712475, -123.03880275528466
307;758;E 45TH AV AND DOMAN ST;"{""coordinates"": [-123.03641227841734, 49.22927459950126], ""type"": ""Point""}";Killarney;49.22927459950126, -123.03641227841734
309;756;LATTA ST AND E 44TH AV;"{""coordinates"": [-123.03453980247836, 49.23004548337762], ""type"": ""Point""}";Killarney;49.23004548337762, -123.03453980247836
316;758;ARLINGTON ST AND E 45TH AV;"{""coordinates"": [-123.02779539958702, 49.22924316303602], ""type"": ""Point""}";Killarney;49.22924316303602, -123.02779539958702
314;758;E 45TH AV AND TODERICK ST;"{""coordinates"": [-123.02892212006985, 49.22925021757404], ""type"": ""Point""}";Killarney;49.22925021757404, -123.02892212006985
317;758;LINCOLN ST AND E 45TH AV;"{""coordinates"": [-123.02641541954605, 49.22923852145075], ""type"": ""Point""}";Killarney;49.22923852145075, -123.02641541954605
134;650;HEMLOCK ST AND W BROADWAY;"{""coordinates"": [-123.13609687250835, 49.263559553012044], ""type"": ""Point""}";Fairview;49.263559553012044, -123.13609687250835
130;650;W BROADWAY AND GRANVILLE ST;"{""coordinates"": [-123.13855766392783, 49.263597934200135], ""type"": ""Point""}";Fairview;49.263597934200135, -123.13855766392783
132;633;CARTWRIGHT ST AND ANDERSON ST;"{""coordinates"": [-123.13614615807026, 49.27064249688774], ""type"": ""Point""}";Fairview;49.27064249688774, -123.13614615807026
130;646;W 7TH AV AND GRANVILLE ST;"{""coordinates"": [-123.13849125173441, 49.26534700573948], ""type"": ""Point""}";Fairview;49.26534700573948, -123.13849125173441
124;642;FIR ST AND W 5TH AV;"{""coordinates"": [-123.14088965904156, 49.267083517574775], ""type"": ""Point""}";Fairview;49.267083517574775, -123.14088965904156
270;822;VIVIAN DRIVE AND ANCASTER CRESCENT;"{""coordinates"": [-123.05511052862201, 49.212523907448066], ""type"": ""Point""}";Victoria-Fraserview;49.212523907448066, -123.05511052862201
270;816;BOBOLINK AV AND ELLIOTT ST;"{""coordinates"": [-123.05439642569492, 49.214905261213204], ""type"": ""Point""}";Victoria-Fraserview;49.214905261213204, -123.05439642569492
279;812;VIVIAN DRIVE AND E 57TH AV;"{""coordinates"": [-123.05055815927808, 49.21807376558301], ""type"": ""Point""}";Victoria-Fraserview;49.21807376558301, -123.05055815927808
270;813;ELLIOTT ST AND LYNBROOK DRIVE;"{""coordinates"": [-123.0537095925253, 49.21714565889388], ""type"": ""Point""}";Victoria-Fraserview;49.21714565889388, -123.0537095925253
268;813;MUIRFIELD DRIVE AND LYNBROOK DRIVE;"{""coordinates"": [-123.05516421380825, 49.21695292421356], ""type"": ""Point""}";Victoria-Fraserview;49.21695292421356, -123.05516421380825
285;837;E KENT AV NORTH AND JELLICOE ST;"{""coordinates"": [-123.04767918600518, 49.206487956933145], ""type"": ""Point""}";Killarney;49.206487956933145, -123.04767918600518
285;839;JELLICOE ST AND WALKWAY;"{""coordinates"": [-123.04771318754872, 49.2053702145911], ""type"": ""Point""}";Killarney;49.2053702145911, -123.04771318754872
285;830;SE MARINE DRIVE AND JELLICOE ST;"{""coordinates"": [-123.04769543277902, 49.20766421067334], ""type"": ""Point""}";Killarney;49.20766421067334, -123.04769543277902
285;817;ROSEMONT DRIVE AND KILLARNEY ST;"{""coordinates"": [-123.04712561264483, 49.21742103551257], ""type"": ""Point""}";Killarney;49.21742103551257, -123.04712561264483
280;602;RENFREW ST AND PARKER ST;"{""coordinates"": [-123.04411832484882, 49.275380313801655], ""type"": ""Point""}";Hastings-Sunrise;49.275380313801655, -123.04411832484882
313;817;ROSEMONT DRIVE AND CHAMPLAIN CRESCENT;"{""coordinates"": [-123.03209526742734, 49.217925319441015], ""type"": ""Point""}";Killarney;49.217925319441015, -123.03209526742734
315;818;CHAMPLAIN CRESCENT AND BLAKE ST;"{""coordinates"": [-123.03115477594088, 49.21669522101734], ""type"": ""Point""}";Killarney;49.21669522101734, -123.03115477594088
312;819;MAQUINNA DRIVE AND STIKINE PLACE;"{""coordinates"": [-123.03140833349109, 49.21548703250744], ""type"": ""Point""}";Killarney;49.21548703250744, -123.03140833349109
313;823;MARQUETTE CRESCENT AND CHAMPLAIN CRESCENT;"{""coordinates"": [-123.02970048513308, 49.21267806897538], ""type"": ""Point""}";Killarney;49.21267806897538, -123.02970048513308
300;815;E 59TH AV AND KERR ST;"{""coordinates"": [-123.04146523508393, 49.21648194029784], ""type"": ""Point""}";Killarney;49.21648194029784, -123.04146523508393
300;814;KERR ST AND E 58TH AV;"{""coordinates"": [-123.04143161517555, 49.2171987230387], ""type"": ""Point""}";Killarney;49.2171987230387, -123.04143161517555
302;821;MUNROE CRESCENT AND E 62ND AV;"{""coordinates"": [-123.04021057943864, 49.21378526612678], ""type"": ""Point""}";Killarney;49.21378526612678, -123.04021057943864
236;633;COTTON DRIVE AND E 3RD AV;"{""coordinates"": [-123.0715904706678, 49.26780730489236], ""type"": ""Point""}";Grandview-Woodland;49.26780730489236, -123.0715904706678
234;633;WOODLAND DRIVE AND E 3RD AV;"{""coordinates"": [-123.07352683297134, 49.2678213177709], ""type"": ""Point""}";Grandview-Woodland;49.2678213177709, -123.07352683297134
250;631;E 2ND AV AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06963745807994, 49.26869787162825], ""type"": ""Point""}";Grandview-Woodland;49.26869787162825, -123.06963745807994
234;630;WOODLAND DRIVE AND E 1ST AV;"{""coordinates"": [-123.07349130845787, 49.26963157874861], ""type"": ""Point""}";Grandview-Woodland;49.26963157874861, -123.07349130845787
082;830;W 57TH AV AND YEW ST;"{""coordinates"": [-123.15853579833386, 49.219579572724165], ""type"": ""Point""}";Kerrisdale;49.219579572724165, -123.15853579833386
081;758;W 45TH AV AND YEW ST;"{""coordinates"": [-123.158657342171, 49.230903585701405], ""type"": ""Point""}";Kerrisdale;49.230903585701405, -123.158657342171
077;765;LARCH ST AND W 47TH AV;"{""coordinates"": [-123.16295496892062, 49.22910972313277], ""type"": ""Point""}";Kerrisdale;49.22910972313277, -123.16295496892062
078;765;W 47TH AV AND BALSAM ST;"{""coordinates"": [-123.161546643858, 49.229088268513394], ""type"": ""Point""}";Kerrisdale;49.229088268513394, -123.161546643858
081;765;W 47TH AV AND YEW ST;"{""coordinates"": [-123.15872114782448, 49.22904403359956], ""type"": ""Point""}";Kerrisdale;49.22904403359956, -123.15872114782448
073;791;W 49TH AV AND MARINE CRESCENT;"{""coordinates"": [-123.16617707127874, 49.22729428728214], ""type"": ""Point""}";Kerrisdale;49.22729428728214, -123.16617707127874
075;790;MARINE CRESCENT AND W 49TH AV;"{""coordinates"": [-123.16375429547473, 49.22726490540994], ""type"": ""Point""}";Kerrisdale;49.22726490540994, -123.16375429547473
078;790;W 49TH AV AND BALSAM ST;"{""coordinates"": [-123.1612693051744, 49.22723553261087], ""type"": ""Point""}";Kerrisdale;49.22723553261087, -123.1612693051744
038;683;ALMA ST AND W 13TH AV;"{""coordinates"": [-123.18598793608756, 49.26074733752858], ""type"": ""Point""}";West Point Grey;49.26074733752858, -123.18598793608756
035;793;HUM-LU-SUM DRIVE AND KE KAIT PLACE;"{""coordinates"": [-123.19182324526054, 49.2265032986131], ""type"": ""Point""}";Dunbar-Southlands;49.2265032986131, -123.19182324526054
034;761;ST. CLAIR PLACE AND W 46TH AV;"{""coordinates"": [-123.1910235006582, 49.230708660275255], ""type"": ""Point""}";Dunbar-Southlands;49.230708660275255, -123.1910235006582
032;771;W 48TH AV AND CROWN ST;"{""coordinates"": [-123.19471662168185, 49.22985290067903], ""type"": ""Point""}";Dunbar-Southlands;49.22985290067903, -123.19471662168185
036;791;W 49TH AV AND WALLACE ST;"{""coordinates"": [-123.19105659114025, 49.227517571277254], ""type"": ""Point""}";Dunbar-Southlands;49.227517571277254, -123.19105659114025
056;814;CARNARVON ST AND CELTIC AV;"{""coordinates"": [-123.17320756217009, 49.216879422336355], ""type"": ""Point""}";Kerrisdale;49.216879422336355, -123.17320756217009
135;743;CARTIER ST AND W 39TH AV;"{""coordinates"": [-123.13712849058302, 49.236174616393214], ""type"": ""Point""}";Shaughnessy;49.236174616393214, -123.13712849058302
216;817;E 61ST AV AND WINDSOR ST;"{""coordinates"": [-123.08569031872133, 49.21473222306289], ""type"": ""Point""}";Sunset;49.21473222306289, -123.08569031872133
221;817;ROSS ST AND E 61ST AV;"{""coordinates"": [-123.08315881483684, 49.21467274346004], ""type"": ""Point""}";Sunset;49.21467274346004, -123.08315881483684
226;813;E 59TH AV AND INVERNESS ST;"{""coordinates"": [-123.08009154868807, 49.216408202481915], ""type"": ""Point""}";Sunset;49.216408202481915, -123.08009154868807
224;813;E 59TH AV AND SHERBROOKE ST;"{""coordinates"": [-123.08161313703783, 49.21641513425064], ""type"": ""Point""}";Sunset;49.21641513425064, -123.08161313703783
212;819;E 62ND AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08802151406684, 49.21388374423451], ""type"": ""Point""}";Sunset;49.21388374423451, -123.08802151406684
212;817;PRINCE ALBERT ST AND E 61ST AV;"{""coordinates"": [-123.08789692086825, 49.21476678004807], ""type"": ""Point""}";Sunset;49.21476678004807, -123.08789692086825
212;811;PRINCE ALBERT ST AND E 58TH AV;"{""coordinates"": [-123.08782827909982, 49.21735522398402], ""type"": ""Point""}";Sunset;49.21735522398402, -123.08782827909982
212;830;PRINCE ALBERT ST AND SE MARINE DRIVE;"{""coordinates"": [-123.0882331121052, 49.21105571696722], ""type"": ""Point""}";Sunset;49.21105571696722, -123.0882331121052
212;824;PRINCE ALBERT ST AND E 64TH AV;"{""coordinates"": [-123.08819150844657, 49.212004202781195], ""type"": ""Point""}";Sunset;49.212004202781195, -123.08819150844657
125;730;W 33RD AV AND CONNAUGHT DRIVE;"{""coordinates"": [-123.14234071334721, 49.24191662496404], ""type"": ""Point""}";Shaughnessy;49.24191662496404, -123.14234071334721
122;730;MARGUERITE ST AND W 33RD AV;"{""coordinates"": [-123.14411712226769, 49.24194278459661], ""type"": ""Point""}";Shaughnessy;49.24194278459661, -123.14411712226769
130;735;W 34TH AV AND GRANVILLE ST;"{""coordinates"": [-123.13936215369954, 49.24090007902006], ""type"": ""Point""}";Shaughnessy;49.24090007902006, -123.13936215369954
130;727;GRANVILLE ST AND MINTO CRESCENT;"{""coordinates"": [-123.13929977506525, 49.2428124256864], ""type"": ""Point""}";Shaughnessy;49.2428124256864, -123.13929977506525
125;735;ROXBURGH CRESCENT AND W 34TH AV;"{""coordinates"": [-123.14237436694962, 49.24094440467315], ""type"": ""Point""}";Shaughnessy;49.24094440467315, -123.14237436694962
125;725;W 32ND AV AND CONNAUGHT DRIVE;"{""coordinates"": [-123.14215258419982, 49.24294345646272], ""type"": ""Point""}";Shaughnessy;49.24294345646272, -123.14215258419982
241;758;BRUCE ST AND E 45TH AV;"{""coordinates"": [-123.06977375372172, 49.22899617319257], ""type"": ""Point""}";Victoria-Fraserview;49.22899617319257, -123.06977375372172
237;759;ARGYLE ST AND E 46TH AV;"{""coordinates"": [-123.0716360943516, 49.22853743549319], ""type"": ""Point""}";Victoria-Fraserview;49.22853743549319, -123.0716360943516
201;795;E 52ND AV AND ST. GEORGE ST;"{""coordinates"": [-123.09415402477147, 49.222721058127945], ""type"": ""Point""}";Sunset;49.222721058127945, -123.09415402477147
228;793;E 51ST AV AND CULLODEN ST;"{""coordinates"": [-123.07874487624422, 49.22341324397791], ""type"": ""Point""}";Sunset;49.22341324397791, -123.07874487624422
224;793;E 51ST AV AND SHERBROOKE ST;"{""coordinates"": [-123.0815120619707, 49.22345592303966], ""type"": ""Point""}";Sunset;49.22345592303966, -123.0815120619707
221;791;ROSS ST AND E 50TH AV;"{""coordinates"": [-123.08285387765324, 49.22443321271465], ""type"": ""Point""}";Sunset;49.22443321271465, -123.08285387765324
216;795;WINDSOR ST AND E 52ND AV;"{""coordinates"": [-123.0853205589282, 49.222656246023575], ""type"": ""Point""}";Sunset;49.222656246023575, -123.0853205589282
243;795;COMMERCIAL ST AND E 52ND AV;"{""coordinates"": [-123.06908902511128, 49.22265460892813], ""type"": ""Point""}";Victoria-Fraserview;49.22265460892813, -123.06908902511128
221;795;ROSS ST AND E 52ND AV;"{""coordinates"": [-123.0829242416829, 49.22262296352555], ""type"": ""Point""}";Sunset;49.22262296352555, -123.0829242416829
237;793;ARGYLE ST AND E 51ST AV;"{""coordinates"": [-123.07183941486613, 49.22333851456652], ""type"": ""Point""}";Victoria-Fraserview;49.22333851456652, -123.07183941486613
231;790;E 49TH AV AND LANARK ST;"{""coordinates"": [-123.07591094683282, 49.22527770988345], ""type"": ""Point""}";Victoria-Fraserview;49.22527770988345, -123.07591094683282
231;765;E 47TH AV AND LANARK ST;"{""coordinates"": [-123.07584567393326, 49.22718309346205], ""type"": ""Point""}";Victoria-Fraserview;49.22718309346205, -123.07584567393326
210;795;E 52ND AV AND FRASER ST;"{""coordinates"": [-123.09084379847174, 49.22266962922612], ""type"": ""Point""}";Sunset;49.22266962922612, -123.09084379847174
212;795;PRINCE ALBERT ST AND E 52ND AV;"{""coordinates"": [-123.0880808358058, 49.2226880054942], ""type"": ""Point""}";Sunset;49.2226880054942, -123.0880808358058
250;815;PRESTWICK DRIVE AND VICTORIA DRIVE;"{""coordinates"": [-123.06598671097713, 49.21617804458118], ""type"": ""Point""}";Victoria-Fraserview;49.21617804458118, -123.06598671097713
225;834;E 67TH AV AND CROMPTON ST;"{""coordinates"": [-123.08074493377396, 49.20951082926389], ""type"": ""Point""}";Sunset;49.20951082926389, -123.08074493377396
251;814;DUFF ST AND BRIGADOON AV;"{""coordinates"": [-123.06467982348678, 49.216602515341876], ""type"": ""Point""}";Victoria-Fraserview;49.216602515341876, -123.06467982348678
251;812;DUFF ST AND UPLAND DRIVE;"{""coordinates"": [-123.06462766075177, 49.21804812153035], ""type"": ""Point""}";Victoria-Fraserview;49.21804812153035, -123.06462766075177
250;753;VICTORIA DRIVE AND E 43RD AV;"{""coordinates"": [-123.06557558365813, 49.2312321459172], ""type"": ""Point""}";Victoria-Fraserview;49.2312321459172, -123.06557558365813
250;758;VICTORIA DRIVE AND E 45TH AV;"{""coordinates"": [-123.0656192668858, 49.2294720552305], ""type"": ""Point""}";Victoria-Fraserview;49.2294720552305, -123.0656192668858
250;759;VICTORIA DRIVE AND E 46TH AV;"{""coordinates"": [-123.06564378022942, 49.2285671722493], ""type"": ""Point""}";Victoria-Fraserview;49.2285671722493, -123.06564378022942
318;818;MATHESON CRESCENT AND WALKWAY;"{""coordinates"": [-123.02511595238018, 49.21635730907326], ""type"": ""Point""}";Killarney;49.21635730907326, -123.02511595238018
040;634;W 1ST AV AND ALMA ST;"{""coordinates"": [-123.18560124770741, 49.271321887972405], ""type"": ""Point""}";Kitsilano;49.271321887972405, -123.18560124770741
041;634;W 1ST AV AND DUNBAR ST;"{""coordinates"": [-123.1835288659551, 49.271288299967395], ""type"": ""Point""}";Kitsilano;49.271288299967395, -123.1835288659551
042;634;COLLINGWOOD ST AND W 1ST AV;"{""coordinates"": [-123.18159555823877, 49.27125717285275], ""type"": ""Point""}";Kitsilano;49.27125717285275, -123.18159555823877
037;646;HIGHBURY ST AND W 7TH AV;"{""coordinates"": [-123.1877186394294, 49.266101996348695], ""type"": ""Point""}";West Point Grey;49.266101996348695, -123.1877186394294
041;646;W 7TH AV AND DUNBAR ST;"{""coordinates"": [-123.18372334988723, 49.26603757208789], ""type"": ""Point""}";Kitsilano;49.26603757208789, -123.18372334988723
040;650;W BROADWAY AND ALMA ST;"{""coordinates"": [-123.18585678274802, 49.26436426258648], ""type"": ""Point""}";West Point Grey;49.26436426258648, -123.18585678274802
041;650;W BROADWAY AND DUNBAR ST;"{""coordinates"": [-123.18378586368199, 49.26433152246657], ""type"": ""Point""}";Kitsilano;49.26433152246657, -123.18378586368199
130;688;W 15TH AV AND GRANVILLE ST;"{""coordinates"": [-123.13876787476246, 49.25799050753441], ""type"": ""Point""}";Fairview;49.25799050753441, -123.13876787476246
130;703;BALFOUR AV AND GRANVILLE ST;"{""coordinates"": [-123.13899183508713, 49.2519227457881], ""type"": ""Point""}";Shaughnessy;49.2519227457881, -123.13899183508713
125;703;BALFOUR AV AND ALEXANDRA ST;"{""coordinates"": [-123.14136000356892, 49.25177583194902], ""type"": ""Point""}";Shaughnessy;49.25177583194902, -123.14136000356892
125;702;MATTHEWS AV AND ALEXANDRA ST;"{""coordinates"": [-123.14225334730465, 49.2525142239612], ""type"": ""Point""}";Shaughnessy;49.2525142239612, -123.14225334730465
122;702;MARGUERITE ST AND MATTHEWS AV;"{""coordinates"": [-123.14357550431286, 49.251917392369876], ""type"": ""Point""}";Shaughnessy;49.251917392369876, -123.14357550431286
037;640;HIGHBURY ST AND W 4TH AV;"{""coordinates"": [-123.18761802823698, 49.26865529575894], ""type"": ""Point""}";West Point Grey;49.26865529575894, -123.18761802823698
041;640;W 4TH AV AND DUNBAR ST;"{""coordinates"": [-123.18361703045734, 49.26858985158119], ""type"": ""Point""}";Kitsilano;49.26858985158119, -123.18361703045734
040;640;ALMA ST AND W 4TH AV;"{""coordinates"": [-123.18570249388391, 49.26862303015638], ""type"": ""Point""}";West Point Grey;49.26862303015638, -123.18570249388391
040;636;ALMA ST AND W 2ND AV;"{""coordinates"": [-123.18563661907463, 49.27040988884926], ""type"": ""Point""}";West Point Grey;49.27040988884926, -123.18563661907463
135;705;LAURIER AV AND CARTIER ST;"{""coordinates"": [-123.13663371959352, 49.25079802497368], ""type"": ""Point""}";Shaughnessy;49.25079802497368, -123.13663371959352
316;834;SAWMILL CRESCENT AND MARINE WAY;"{""coordinates"": [-123.02714822695054, 49.20639729607409], ""type"": ""Point""}";Killarney;49.20639729607409, -123.02714822695054
318;839;DUDLEY ST AND E KENT AV SOUTH;"{""coordinates"": [-123.02610759060815, 49.204343424380674], ""type"": ""Point""}";Killarney;49.204343424380674, -123.02610759060815
320;839;BOUNDARY ROAD AND E KENT AV SOUTH;"{""coordinates"": [-123.02340028077472, 49.203961407626046], ""type"": ""Point""}";;49.203961407626046, -123.02340028077472
320;837;E KENT AV NORTH AND BOUNDARY ROAD;"{""coordinates"": [-123.02339229789096, 49.204237879695235], ""type"": ""Point""}";;49.204237879695235, -123.02339229789096
