date,intersection,longitude,latitude,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
2010-07-07,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,37,0,12,81,594,6,23,143,165,83,973,16:40 - 17:40,8,83,0,29,146,1060,7,50,159,43,120,1132,,,,,,,,,,,,,
2006-07-26,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,clear,Signalized,True,True,True,True,False,True,07:50 - 08:50,1,31,0,9,71,671,10,33,121,76,50,1164,,,,,,,,,,,,,,15:30 - 16:30,3,43,0,22,77,1198,5,27,220,35,83,1210
2004-06-15,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,54,0,12,55,818,14,20,158,91,62,1286,16:25 - 17:25,1,53,0,34,113,1349,8,43,168,16,108,1174,,,,,,,,,,,,,
2002-05-28,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,44,0,4,54,781,15,31,194,70,46,1492,16:25 - 17:25,4,26,0,30,57,1370,6,34,208,8,72,1331,,,,,,,,,,,,,
2001-08-02,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,37,0,13,55,766,17,41,241,101,68,1319,16:25 - 17:25,2,62,0,27,97,1329,5,27,213,16,119,1302,,,,,,,,,,,,,
1998-07-14,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,35,0,9,52,651,4,17,213,65,59,1523,16:25 - 17:25,3,71,0,26,120,1380,4,45,209,15,82,1398,,,,,,,,,,,,,
1996-06-17,HORNBY ST AND PACIFIC ST,-123.131347348757,49.2763113883038,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,30,,3,45,667,3,35,195,86,51,1544,16:25 - 17:25,5,50,,44,75,1414,3,29,218,28,77,1273,,,,,,,,,,,,,
2009-11-26,HORNBY ST AND BEACH AV,-123.132789146388,49.2753567725181,clear,Non-Signalized,True,True,True,True,True,True,07:50 - 08:50,5,26,26,5,39,399,2,47,30,11,32,236,16:00 - 17:00,6,46,119,8,32,409,0,45,38,5,41,256,12:25 - 13:25,12,39,61,4,55,361,0,57,40,7,66,202
1998-09-28,HORNBY ST AND BEACH AV,-123.132789146388,49.2753567725181,clear,Non-Signalized,True,True,False,True,True,True,07:25 - 08:25,1,20,322,3,65,134,0,34,47,7,22,157,16:25 - 17:25,6,26,530,8,92,284,3,68,31,10,42,206,,,,,,,,,,,,,
1996-08-06,HORNBY ST AND BEACH AV,-123.132789146388,49.2753567725181,clear,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,1,22,320,1,34,139,1,14,38,13,11,224,16:25 - 17:25,10,35,498,8,101,265,4,32,34,17,44,231,,,,,,,,,,,,,
2010-05-12,FIR ST AND W 3RD AV,-123.140825913477,49.2688218906294,clear,Non-Signalized,True,True,True,True,True,True,07:55 - 08:55,8,7,177,3,19,71,16,4,257,4,57,112,16:20 - 17:20,25,35,348,8,58,199,20,10,331,7,114,163,12:55 - 13:55,8,23,239,2,27,153,10,8,322,5,46,138
2005-03-01,FIR ST AND MARPOLE AV,-123.14043574567,49.2558813731627,cloudy,Non-Signalized,True,True,True,True,False,True,07:55 - 08:55,0,1,9,0,1,14,,0,,1,0,30,,,,,,,,,,,,,,15:35 - 16:35,0,11,10,1,0,15,,,,0,0,54
1995-07-17,FIR ST AND MARPOLE AV,-123.14043574567,49.2558813731627,clear,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,0,3,7,0,0,9,,2,,1,1,17,16:25 - 17:25,8,6,10,2,2,7,,,,7,0,32,,,,,,,,,,,,,
2006-05-03,ALEXANDRA ST AND NANTON AV,-123.14155500284,49.2474512009724,clear,Non-Signalized,True,True,True,True,False,True,07:50 - 08:50,3,64,108,4,37,94,7,21,197,6,33,116,,,,,,,,,,,,,,14:45 - 15:45,2,75,96,1,59,65,0,10,120,1,88,141
2009-02-12,HOWE ST AND W HASTINGS ST,-123.114857239613,49.2859499160184,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,449,265,10,445,663,0,368,0,12,584,554,16:40 - 17:40,6,422,447,5,614,581,5,474,0,8,531,898,,,,,,,,,,,,,
2003-07-14,HOWE ST AND W HASTINGS ST,-123.114857239613,49.2859499160184,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,8,304,286,14,269,982,1,161,0,26,238,582,16:25 - 17:25,16,486,470,13,640,826,1,363,0,21,401,1061,,,,,,,,,,,,,
2000-06-15,HOWE ST AND W HASTINGS ST,-123.114857239613,49.2859499160184,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,16,424,304,11,459,1008,1,207,0,16,492,631,16:00 - 17:00,9,547,421,20,972,812,2,766,0,16,830,938,,,,,,,,,,,,,
1996-11-01,HOWE ST AND W HASTINGS ST,-123.114857239613,49.2859499160184,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,8,382,316,7,258,1015,1,212,0,28,269,721,16:20 - 17:20,22,511,387,22,513,856,4,446,0,41,399,1122,,,,,,,,,,,,,
2004-08-09,HOWE ST AND W PENDER ST,-123.115837996876,49.2853004962439,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00 - 14:00,5,437,522,6,1517,396,1,1289,0,17,956,896
2000-05-25,HOWE ST AND W PENDER ST,-123.115837996876,49.2853004962439,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,10,268,541,27,309,584,2,466,0,20,414,729,16:25 - 17:25,24,485,733,11,580,507,4,740,0,38,445,977,,,,,,,,,,,,,
1997-06-26,HOWE ST AND W PENDER ST,-123.115837996876,49.2853004962439,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,23,288,630,29,376,627,3,504,0,24,414,939,16:25 - 17:25,24,447,755,15,690,488,9,842,0,42,603,1133,,,,,,,,,,,,,
1995-07-27,HOWE ST AND W PENDER ST,-123.115837996876,49.2853004962439,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,13,197,491,28,265,597,2,412,0,21,345,837,16:25 - 17:25,26,324,671,31,690,444,6,703,0,45,722,881,,,,,,,,,,,,,
2011-10-04,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,849,681,162,558,1204,,795,,38,410,0,16:40 - 17:40,9,780,982,80,1167,1182,,,,93,367,0,,,,,,,,,,,,,
2009-02-24,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,860,782,30,728,1401,0,666,0,2,534,0,16:50 - 17:50,23,697,928,11,499,1329,1,570,0,7,684,0,,,,,,,,,,,,,
2004-06-28,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,clear,Signalized,True,True,True,True,False,True,07:55 - 08:55,22,588,821,26,292,1400,1,400,0,3,265,0,,,,,,,,,,,,,,15:50 - 16:50,48,744,1177,12,536,1376,10,611,0,2,456,0
2000-08-23,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,397,744,31,303,1639,2,376,0,2,262,0,16:25 - 17:25,20,539,1256,9,425,1539,5,539,0,3,475,0,,,,,,,,,,,,,
1997-06-27,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,rain,Signalized,True,True,False,True,True,True,07:35 - 08:35,11,438,883,31,291,1388,1,432,0,2,320,0,16:25 - 17:25,53,727,1274,21,641,1538,0,773,0,11,481,0,,,,,,,,,,,,,
1995-10-04,HOWE ST AND DUNSMUIR ST,-123.117403666921,49.284266005117,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,19,383,744,40,299,1625,6,402,0,3,267,0,16:25 - 17:25,35,587,1202,15,446,1496,2,623,0,6,459,0,,,,,,,,,,,,,
2000-08-10,HOWE ST AND BEACH AV,-123.131819255001,49.2747283919756,cloudy,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,0,6,144,0,18,26,1,22,70,13,14,164,16:20 - 17:20,5,8,305,4,15,44,0,15,57,1,23,151,,,,,,,,,,,,,
1998-09-22,HOWE ST AND BEACH AV,-123.131819255001,49.2747283919756,clear,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,0,11,134,1,21,23,1,24,90,9,25,198,16:25 - 17:25,8,17,323,9,33,44,0,35,61,10,70,144,,,,,,,,,,,,,
1995-10-24,HOWE ST AND BEACH AV,-123.131819255001,49.2747283919756,cloudy,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,2,5,116,2,6,18,2,9,89,7,8,169,16:25 - 17:25,3,8,311,5,17,48,0,19,38,9,31,134,,,,,,,,,,,,,
2004-08-13,GRANVILLE ST AND W HASTINGS ST,-123.113866257457,49.2853072639548,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,12:50 - 13:50,8,750,179,15,889,645,16,695,91,19,958,521
2002-07-22,GRANVILLE ST AND W HASTINGS ST,-123.113866257457,49.2853072639548,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,11,441,141,13,504,936,27,334,89,20,641,442,16:25 - 17:25,12,606,223,26,783,660,15,656,99,16,832,837,,,,,,,,,,,,,
2000-05-10,GRANVILLE ST AND W HASTINGS ST,-123.113866257457,49.2853072639548,rain,Signalized,True,True,False,True,True,True,07:40 - 08:40,6,410,109,4,429,941,15,388,79,10,826,413,16:15 - 17:15,7,544,224,1,642,614,11,584,62,16,899,716,,,,,,,,,,,,,
1996-10-10,GRANVILLE ST AND W HASTINGS ST,-123.113866257457,49.2853072639548,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,467,170,17,474,900,10,347,78,14,622,423,16:25 - 17:25,9,557,284,17,892,720,24,505,92,24,767,788,,,,,,,,,,,,,
2010-04-28,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,347,884,6,275,744,1,284,1342,2,307,1007,16:35 - 17:35,1,486,1241,8,545,1168,2,740,1112,11,727,1086,,,,,,,,,,,,,
2007-12-05,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,2,497,1095,2,751,769,0,827,1617,1,631,965,16:10 - 17:10,1,859,1353,19,1105,1109,0,1100,1138,4,1026,1460,,,,,,,,,,,,,
2006-04-20,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,405,1045,3,397,947,1,499,1459,3,422,920,16:10 - 17:10,0,549,1406,3,589,1359,1,1551,1023,0,1556,1169,,,,,,,,,,,,,
2004-08-13,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,358,847,5,308,767,3,417,1448,7,378,707,16:25 - 17:25,4,368,1365,7,531,1004,1,815,952,7,630,1056,,,,,,,,,,,,,
2002-06-14,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,334,877,7,291,692,6,328,1451,12,343,855,16:25 - 17:25,11,449,1345,17,472,1088,1,583,1143,11,566,1082,,,,,,,,,,,,,
,GRANVILLE ST AND W BROADWAY,-123.138557667246,49.2635979352739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-23,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,57,776,10,117,997,0,107,1789,0,137,829,16:00 - 17:00,15,117,1613,5,0,1104,3,227,1125,3,604,1105,,,,,,,,,,,,,
2006-10-27,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,33,963,1,104,760,0,121,1735,0,129,793,16:20 - 17:20,8,101,1511,4,486,1054,3,185,1000,1,586,1107,,,,,,,,,,,,,
2005-01-26,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,44,824,0,120,822,3,31,1665,2,125,916,16:25 - 17:25,0,83,1446,2,241,900,2,87,1147,2,259,912,,,,,,,,,,,,,
2002-06-04,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,70,868,15,114,943,8,35,1568,11,119,905,16:25 - 17:25,5,101,1508,8,247,1069,5,109,960,13,327,1008,,,,,,,,,,,,,
2001-06-26,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,27,894,19,89,845,28,32,1889,19,96,907,16:25 - 17:25,3,105,1565,18,280,1007,14,91,1045,13,275,935,,,,,,,,,,,,,
2000-04-10,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,1,73,782,6,133,830,2,36,1565,7,107,875,16:25 - 17:25,6,112,1275,8,263,939,11,125,889,9,361,881,,,,,,,,,,,,,
1998-10-30,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,67,803,5,96,945,5,38,1605,10,55,809,16:20 - 17:20,13,149,1493,5,316,980,8,145,1023,6,440,1015,,,,,,,,,,,,,
1995-09-28,GRANVILLE ST AND W 12TH AV,-123.138663639804,49.260771807616,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,60,842,14,118,1014,9,60,1633,9,113,884,16:25 - 17:25,15,136,1338,7,248,1022,5,126,911,17,426,1014,,,,,,,,,,,,,
2009-04-02,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,48,1450,4,87,1026,5,75,2244,2,99,1166,16:50 - 17:50,1,25,2388,3,42,1104,4,33,1794,8,48,1010,,,,,,,,,,,,,
2006-10-19,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,clear,Signalized,True,True,True,True,False,True,07:35 - 08:35,0,61,1647,4,80,921,0,22,1659,2,98,828,,,,,,,,,,,,,,15:40 - 16:40,1,34,2423,4,64,973,0,106,1565,3,85,1014
2004-08-31,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,27,1416,7,46,923,0,22,1986,7,37,813,16:25 - 17:25,2,21,2355,1,23,996,2,35,1217,2,31,843,,,,,,,,,,,,,
2002-06-11,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,1,57,1620,4,49,1194,2,28,2102,13,48,1246,16:20 - 17:20,2,21,2348,15,35,1089,5,33,1526,9,33,931,,,,,,,,,,,,,
1998-11-17,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,48,1549,7,48,1317,1,57,2042,10,49,1366,16:25 - 17:25,0,13,2281,11,22,1010,1,27,1460,8,34,1036,,,,,,,,,,,,,
1996-07-08,GRANVILLE ST AND W KING EDWARD AV,-123.139083718034,49.2494135681774,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,4,26,1338,15,25,793,3,21,2092,19,31,744,16:25 - 17:25,5,16,2349,13,33,846,8,30,1373,4,36,829,,,,,,,,,,,,,
2009-09-30,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,3,1580,0,5,181,0,9,1962,0,1,279,16:00 - 17:00,3,5,2308,0,23,287,0,11,1666,0,6,402,,,,,,,,,,,,,
2006-10-20,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,0,1577,0,1,151,0,3,2001,0,0,240,16:00 - 17:00,1,2,2380,0,13,273,1,7,1704,0,0,363,,,,,,,,,,,,,
2005-11-30,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,clear,Signalized,True,True,True,True,False,True,07:50 - 08:50,0,4,1716,0,2,324,0,13,1918,0,1,427,,,,,,,,,,,,,,15:30 - 16:30,0,3,2261,1,7,284,0,8,1419,0,0,449
2003-08-14,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,3,1551,3,2,287,1,13,1954,0,6,370,16:25 - 17:25,0,3,1991,1,0,501,3,10,1487,1,2,448,,,,,,,,,,,,,
2002-06-05,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,1,3,1773,1,2,411,2,10,2244,2,5,558,16:10 - 17:10,0,2,3241,0,3,406,1,11,1514,0,3,424,,,,,,,,,,,,,
2000-06-30,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,cloudy,Signalized,True,True,True,True,False,True,07:55 - 08:55,2,2,1503,0,1,241,1,7,2128,2,1,427,,,,,,,,,,,,,,15:40 - 16:40,0,2,2161,0,0,307,3,2,1762,5,4,373
1996-07-17,GRANVILLE ST AND W 33RD AV,-123.139322475057,49.2418687839528,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,4,1439,0,6,255,3,6,2084,1,2,478,16:25 - 17:25,2,4,2312,1,2,334,2,13,1535,1,3,411,,,,,,,,,,,,,
2009-10-01,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,98,1546,6,57,728,0,119,2090,0,111,519,16:00 - 17:00,0,27,2397,2,47,640,3,105,1773,6,141,679,,,,,,,,,,,,,
2006-04-05,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,clear,Signalized,True,True,True,True,False,True,07:55 - 08:55,0,117,1641,4,64,737,0,125,2167,3,127,569,,,,,,,,,,,,,,15:45 - 16:45,0,31,2355,3,32,665,2,109,1870,5,158,596
2004-06-14,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:05 - 14:05,1,13,1556,6,47,504,0,26,1414,5,40,467
2002-06-04,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,1,57,1670,3,28,794,0,9,2165,7,41,616,16:00 - 17:00,0,17,2243,3,31,658,1,42,1545,2,42,612,,,,,,,,,,,,,
2000-07-24,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,21,1379,4,19,641,2,2,2055,7,42,524,16:25 - 17:25,3,20,2109,7,12,667,2,33,1506,5,42,606,,,,,,,,,,,,,
1996-07-23,GRANVILLE ST AND W 49TH AV,-123.139843254787,49.2269658269465,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,7,12,1466,12,24,693,2,10,1986,5,20,567,16:25 - 17:25,5,11,2180,2,34,653,5,16,1548,23,19,604,,,,,,,,,,,,,
2011-03-01,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,5,1881,1,2,439,0,5,1608,0,1,4,16:45 - 17:45,0,10,2381,0,3,282,0,7,1371,0,0,6,,,,,,,,,,,,,
2009-10-07,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,rain,Signalized,True,True,False,True,True,True,07:30 - 08:30,0,1,1915,1,5,400,0,28,1728,2,4,10,16:20 - 17:20,3,7,2678,0,5,384,0,9,1424,0,8,15,,,,,,,,,,,,,
,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-19,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,3,1628,1,5,291,0,6,1728,0,1,47,16:25 - 17:25,1,6,1923,0,5,212,0,9,1355,2,0,73,,,,,,,,,,,,,
2004-07-12,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30 - 13:30,0,1,1685,0,4,213,0,8,1352,0,1,21
2002-06-03,GRANVILLE ST AND W 59TH AV,-123.140217480936,49.2173719123612,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,3,1,1742,0,5,417,0,12,1781,1,2,33,16:25 - 17:25,3,5,2376,0,5,285,2,12,1435,1,4,83,,,,,,,,,,,,,
2003-07-22,ANDERSON ST AND LAMEY'S MILL ROAD,-123.13799377058,49.2693459275641,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,17,161,17,86,125,18,19,364,32,62,194,16:00 - 17:00,11,84,795,20,223,138,22,63,583,16,257,374,,,,,,,,,,,,,
1999-07-09,ANDERSON ST AND LAMEY'S MILL ROAD,-123.13799377058,49.2693459275641,clear,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,1,27,164,8,36,185,13,12,335,11,57,213,16:00 - 17:00,13,82,860,24,218,213,4,13,483,15,251,301,,,,,,,,,,,,,
1998-08-21,ANDERSON ST AND LAMEY'S MILL ROAD,-123.13799377058,49.2693459275641,clear,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,7,44,209,24,62,253,9,7,373,12,55,199,16:20 - 17:20,11,72,682,12,239,241,11,11,485,14,219,288,,,,,,,,,,,,,
1995-07-06,ANDERSON ST AND LAMEY'S MILL ROAD,-123.13799377058,49.2693459275641,clear,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,4,27,190,22,100,239,8,7,397,8,18,156,16:15 - 17:15,12,60,739,20,202,283,8,2,563,11,90,266,,,,,,,,,,,,,
2010-05-27,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,788,,18,1008,546,7,411,457,17,982,390,16:55 - 17:55,0,1333,,40,960,369,1,716,428,43,1427,640,,,,,,,,,,,,,
2005-06-28,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,759,,36,482,652,11,109,580,21,777,375,16:25 - 17:25,0,1473,,32,599,411,3,187,599,19,606,933,,,,,,,,,,,,,
2003-07-28,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,599,0,41,572,598,10,152,583,14,676,268,16:25 - 17:25,0,1259,0,42,937,426,16,507,497,24,977,623,,,,,,,,,,,,,
2001-07-05,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,clear,Signalized,True,True,False,True,True,True,07:30 - 08:30,0,314,0,40,240,646,10,210,676,14,327,229,16:25 - 17:25,0,678,0,45,446,411,23,494,661,46,592,742,,,,,,,,,,,,,
1998-07-14,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,0,0,30,447,535,3,246,659,11,571,380,16:25 - 17:25,0,0,0,34,669,427,8,674,607,33,962,722,,,,,,,,,,,,,
1995-11-06,SEYMOUR ST AND W CORDOVA ST,-123.111893817155,49.2853148912162,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,2,648,0,13,398,561,9,205,568,10,408,368,16:25 - 17:25,0,860,0,18,439,322,9,359,535,16,474,712,,,,,,,,,,,,,
2009-12-02,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,26,340,5,35,741,2,133,956,17,85,664,16:10 - 17:10,3,246,577,6,137,1145,3,209,795,5,146,1126,,,,,,,,,,,,,
2005-06-23,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,5,196,362,8,70,893,12,120,1434,12,91,737,16:25 - 17:25,18,205,741,14,105,1280,10,248,1092,14,128,918,,,,,,,,,,,,,
2003-08-15,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,133,308,9,61,816,13,132,1316,13,82,568,16:25 - 17:25,10,237,819,22,97,1444,7,254,981,19,127,917,,,,,,,,,,,,,
2001-07-04,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,66,272,18,64,1038,44,99,1376,38,55,763,16:25 - 17:25,6,125,927,30,37,1309,12,206,1081,67,94,997,,,,,,,,,,,,,
1999-07-20,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,194,265,7,114,918,19,92,2126,20,71,807,16:25 - 17:25,3,214,689,8,55,1236,4,280,1839,19,141,1379,,,,,,,,,,,,,
1995-06-27,HEMLOCK ST AND W BROADWAY,-123.136096876184,49.2635595479188,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,3,120,222,14,79,986,19,34,1451,18,68,741,16:25 - 17:25,10,157,713,22,62,1281,13,158,993,48,92,1012,,,,,,,,,,,,,
2003-09-22,HEMLOCK ST AND W 12TH AV,-123.136201212729,49.2607329526508,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,30,330,8,33,1047,6,42,1296,7,27,857,16:25 - 17:25,6,66,797,11,41,1126,5,58,794,9,29,872,,,,,,,,,,,,,
2001-08-03,HEMLOCK ST AND W 12TH AV,-123.136201212729,49.2607329526508,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,32,298,15,37,963,7,30,1246,10,17,738,16:25 - 17:25,4,61,651,8,33,1036,3,43,959,12,32,935,,,,,,,,,,,,,
1999-06-22,HEMLOCK ST AND W 12TH AV,-123.136201212729,49.2607329526508,overcast,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,53,227,4,32,994,27,38,1506,7,20,837,16:25 - 17:25,4,55,641,9,49,1090,3,70,1017,10,44,920,,,,,,,,,,,,,
